stock_code,trigger_date,trigger_rsi,foreign_net_buy,vol_ma20,has_golden_cross,gc_date,max_return_20d
180640,2025-10-14,10.358565737051805,1156454300.0,91071.55,True,2025-10-27,21.63561076604555
081660,2025-10-14,11.224489795918359,331304725.0,106261.35,True,2025-10-24,8.620689655172415
006040,2025-10-14,19.88304093567251,209145725.0,42415.45,True,2025-10-27,21.749408983451538
003230,2025-10-14,27.318295739348372,4812729000.0,41566.9,True,2025-11-06,3.507516105941303
175330,2025-10-14,21.05263157894737,2775834825.0,449285.15,True,2025-11-05,7.333333333333333
005830,2025-10-14,28.708133971291872,5221751950.0,190555.25,True,2025-11-07,8.364732479276563
034230,2025-10-14,25.641025641025635,13100257825.0,1954570.6,False,,5.411140583554377
086280,2025-10-14,11.44578313253011,3381895050.0,253151.75,True,2025-10-24,22.655758338577723
001040,2025-10-14,20.081135902636916,5977355750.0,164969.1,False,,6.998813760379596
001720,2025-10-14,26.66666666666667,454475250.0,35713.1,True,2025-10-21,21.52671755725191
071050,2025-10-14,28.0,7763579850.0,263171.5,True,2025-10-20,34.82014388489208
105560,2025-10-14,27.97619047619048,223498350.0,948928.85,True,2025-10-21,20.37871956717764
004370,2025-10-13,26.3681592039801,3099841750.0,94928.3,True,2025-11-05,1.0169491525423728
006260,2025-10-13,27.46987951807229,4723781400.0,154194.4,True,2025-10-16,37.26635514018692
004020,2025-10-13,28.082191780821915,2672394150.0,442856.9,True,2025-10-28,7.598784194528875
026960,2025-10-13,20.0,219790125.0,70210.4,True,2025-10-22,8.190476190476192
483650,2025-10-13,29.96941896024464,1825032550.0,127734.55,True,2025-11-04,6.641123882503193
307950,2025-10-13,14.506172839506164,849852250.0,58514.25,True,2025-10-23,59.410582719356995
009970,2025-10-13,29.846153846153854,297620950.0,16607.2,True,2025-10-24,29.643387815750373
081660,2025-10-13,11.224489795918359,641756625.0,107389.6,True,2025-10-24,5.131578947368421
078930,2025-10-13,28.888888888888886,1099692575.0,198393.7,True,2025-10-21,28.37837837837838
001040,2025-10-13,23.949579831932766,5740116500.0,166055.8,False,,4.481955762514551
009830,2025-10-13,29.069767441860463,3344607950.0,838588.45,True,2025-10-21,20.884955752212388
139130,2025-10-13,21.495327102803728,557216410.0,478323.9,True,2025-10-28,6.6121842496285295
383220,2025-10-13,23.300970873786397,399896600.0,60340.9,True,2025-10-24,6.624605678233439
086280,2025-10-13,10.810810810810807,2011033100.0,256699.2,True,2025-10-24,22.810333963453054
489790,2025-10-13,28.94736842105263,8716516800.0,553993.05,False,,3.096539162112933
003090,2025-10-13,23.57142857142857,451643175.0,132911.05,True,2025-10-28,6.75990675990676
000880,2025-10-13,18.674698795180717,2884756100.0,316033.15,True,2025-10-22,29.642857142857142
180640,2025-10-13,10.44176706827308,1530835200.0,89715.75,True,2025-10-27,21.1340206185567
088350,2025-10-13,10.752688172043008,55433668.0,1377117.45,False,,5.186385737439222
138930,2025-10-13,22.222222222222214,243210840.0,880016.1,True,2025-11-06,9.71631205673759
005830,2025-10-13,27.649769585253452,4308968000.0,191349.5,True,2025-11-07,7.7327327327327335
004020,2025-10-10,21.794871794871796,4212527025.0,447561.1,True,2025-10-28,8.755760368663594
005830,2025-10-10,25.213675213675216,4375022000.0,189678.25,True,2025-11-07,5.935386927122464
004990,2025-10-10,17.55725190839695,240547000.0,279215.2,True,2025-10-24,10.695187165775401
001040,2025-10-10,24.945295404814004,6134638300.0,180147.95,False,,3.1016657093624356
180640,2025-10-10,9.558823529411768,1840533200.0,87702.4,True,2025-10-27,20.636550308008214
078930,2025-10-10,28.46715328467154,1507480275.0,191303.5,True,2025-10-21,14.317425083240842
259960,2025-10-10,28.57142857142857,5522349250.0,103119.05,False,,0.49668874172185434
383220,2025-10-10,22.222222222222214,61823000.0,59745.65,True,2025-10-24,6.624605678233439
029780,2025-10-10,23.776223776223773,578086700.0,73392.15,True,2025-11-06,5.146316851664985
020560,2025-10-10,23.68421052631578,65945220.0,95874.95,False,,0.2185792349726776
307950,2025-10-10,15.161290322580655,1359032150.0,58815.95,True,2025-10-23,56.57894736842105
004370,2025-10-10,22.45762711864407,1116517500.0,96479.25,True,2025-11-05,0.2242152466367713
086280,2025-10-10,17.171717171717162,3983958700.0,253378.25,True,2025-10-24,18.986568986568987
003550,2025-10-10,25.954198473282446,617994300.0,247149.8,True,2025-10-20,24.82468443197756
097230,2025-10-10,22.299651567944252,1767861675.0,9618009.5,True,2025-10-23,31.349206349206348
302440,2025-10-02,16.0,925757725.0,144224.2,True,2025-10-22,29.59830866807611
020560,2025-10-02,25.000000000000014,217777365.0,90544.65,False,,0.21739130434782608
259960,2025-10-02,22.98850574712644,8735651250.0,100154.75,False,,1.5050167224080269
307950,2025-10-02,16.107382550335572,1248570550.0,57925.4,True,2025-10-23,55.25114155251142
022100,2025-10-02,29.48717948717949,620039850.0,221539.45,True,2025-10-17,53.990610328638496
161390,2025-10-02,28.0,1351131625.0,311907.35,True,2025-10-14,22.56809338521401
004020,2025-10-02,29.677419354838705,865176625.0,468645.45,True,2025-10-28,6.626506024096386
010130,2025-10-02,15.254237288135585,1896917500.0,20677.9,True,2025-10-13,71.9260065288357
138930,2025-10-02,29.2929292929293,864919820.0,837731.6,True,2025-11-06,2.382573179033356
323410,2025-10-02,28.57142857142857,3499523150.0,733633.75,True,2025-10-30,0.9513742071881607
005830,2025-10-02,27.699530516431935,4226344400.0,181429.0,False,,3.6900369003690034
007310,2025-10-02,17.647058823529406,362711750.0,10700.4,False,,0.0
028670,2025-10-02,21.212121212121204,851405888.0,1101046.9,True,2025-10-24,6.07661822985469
011200,2025-10-02,13.8888888888889,3210942175.0,2047155.95,True,2025-10-27,5.88235294117647
352820,2025-10-02,23.655913978494624,3208977750.0,203691.7,True,2025-10-23,31.21495327102804
007340,2025-10-02,15.0,528748875.0,80956.65,True,2025-10-17,10.864745011086473
383220,2025-10-02,24.48979591836735,724899600.0,57028.7,True,2025-10-24,4.482225656877898
175330,2025-10-02,19.607843137254903,1915920875.0,425809.05,True,2025-11-05,2.569593147751606
010060,2025-10-02,27.888446215139453,1693882900.0,125180.65,True,2025-10-17,53.613053613053616
